return_id,order_id,customer_id,return_date,return_reason,refund_amount,refund_status,inspection_status,return_mode,warehouse,product_condition,resolution,exchange_requested,processing_days,refund_method,customer_feedback,region,case_status,pickup_completed,ticket_status
1119,37899,3072,2026-07-02,Damaged Product,497.41,Rejected,Pending,Pickup,Warehouse C,Opened,Replacement,No,8,Wallet,Average,North,Pending,No,Active
1120,49990,9017,2024-11-30,Duplicate Order,78255.54,Pending,Failed,Drop,Warehouse A,Opened,Replacement,Yes,8,Wallet,Good,West,Resolved,Yes,Closed
1121,49008,2151,2026-05-20,Wrong Item Delivered,1060.83,Completed,Pending,Drop,Warehouse C,Sealed,Replacement,No,10,Wallet,Good,North,Pending,No,Closed
1122,5115,3623,2026-06-15,Not as Described,83009.01,Completed,Failed,Drop,Warehouse C,Opened,Replacement,No,4,UPI,Excellent,West,Pending,Yes,Closed
1123,3535,9292,2025-11-10,Late Delivery,10833.02,Rejected,Failed,Pickup,Warehouse C,Opened,Refund,Yes,3,UPI,Poor,North,Pending,Yes,Active
1124,17634,9498,2026-05-15,Damaged Product,105922.54,Rejected,Pending,Pickup,Warehouse A,Opened,Refund,Yes,14,UPI,Excellent,South,Resolved,Yes,Active
1125,27886,5894,2025-08-23,Missing Parts,59115.75,Pending,Failed,Drop,Warehouse A,Opened,Refund,No,12,Bank Transfer,,North,Resolved,No,Active
1126,35532,4989,2025-12-01,Wrong Item Delivered,90304.3,Pending,Passed,Pickup,Warehouse C,Sealed,Replacement,Yes,11,UPI,Excellent,West,Pending,No,Active
1127,22409,2691,2026-07-04,Missing Parts,16225.49,Rejected,Failed,Pickup,Warehouse A,Opened,Refund,Yes,8,Bank Transfer,Good,North,Pending,No,Closed
1128,4562,7738,2025-11-27,Not as Described,91590.36,Completed,Failed,Pickup,Warehouse C,Opened,Replacement,No,15,Wallet,Poor,West,Pending,Yes,Active
1129,22408,6001,2024-10-01,Missing Parts,88043.64,Pending,Failed,Pickup,Warehouse C,Opened,Refund,No,1,Bank Transfer,,North,Pending,No,Closed
1130,19017,6497,2025-02-21,Damaged Product,14180.78,Pending,Pending,Pickup,Warehouse B,Sealed,Refund,No,9,UPI,Poor,West,Resolved,No,Closed
1131,8568,5101,2024-08-27,Late Delivery,58860.86,Rejected,Failed,Pickup,Warehouse B,Sealed,Refund,No,1,Bank Transfer,Poor,South,Pending,No,Active
1132,22752,1026,2024-09-13,Missing Parts,8605.28,Completed,Pending,Pickup,Warehouse A,Opened,Refund,Yes,7,Wallet,Average,West,Resolved,No,Active
1133,2949,2215,2026-02-21,Damaged Product,109327.24,Rejected,Failed,Pickup,Warehouse A,Sealed,Replacement,No,9,Bank Transfer,Excellent,West,Pending,No,Closed
1134,40270,2116,2025-06-07,Quality Issue,74232.77,Pending,Failed,Drop,Warehouse C,Opened,Refund,Yes,9,Wallet,Good,East,Resolved,No,Active
1135,2169,6767,2026-02-10,Quality Issue,48601.83,Completed,Pending,Drop,Warehouse B,Opened,Replacement,Yes,13,Wallet,Average,East,Pending,Yes,Active
1136,21396,9032,2024-12-03,Changed Mind,87131.12,Pending,Failed,Pickup,Warehouse B,Sealed,Refund,Yes,14,Wallet,Good,South,Pending,No,Active
1137,37379,7456,2025-12-24,Damaged Product,61110.94,Completed,Pending,Drop,Warehouse A,Sealed,Replacement,No,1,Bank Transfer,Good,South,Resolved,No,Closed
1138,45586,3812,2026-06-10,Duplicate Order,48863.69,Rejected,Failed,Pickup,Warehouse A,Opened,Replacement,Yes,3,Wallet,Average,West,Resolved,Yes,Active
1139,65,4838,2025-06-15,Duplicate Order,59939.71,Completed,Failed,Pickup,Warehouse A,Sealed,Refund,Yes,-5,Wallet,Average,North,Resolved,No,Active
1140,8191,9972,2024-09-12,Duplicate Order,50120.2,Completed,Failed,Pickup,Warehouse C,Opened,Replacement,Yes,14,Bank Transfer,Excellent,South,Resolved,Yes,Active
1141,16137,6794,2025-02-11,Missing Parts,73024.02,Rejected,Failed,Pickup,Warehouse A,Sealed,Replacement,Yes,15,Wallet,Average,East,Pending,Yes,Active
1142,14977,1616,2025-12-11,Not as Described,6161.2,Pending,Pending,Pickup,Warehouse B,Sealed,Refund,No,5,Bank Transfer,Excellent,West,Resolved,Yes,Closed
1143,26809,6652,2025-12-09,Wrong Item Delivered,83465.9,Completed,Pending,Pickup,Warehouse A,Sealed,Replacement,Yes,3,Bank Transfer,Poor,South,Resolved,Yes,Closed
1144,519,7658,2025-09-28,Duplicate Order,44290.54,Pending,Failed,Pickup,Warehouse B,Opened,Replacement,Yes,7,Bank Transfer,Poor,North,Pending,No,Active
1145,44829,8768,2026-04-09,Changed Mind,105374.56,Pending,Pending,Pickup,Warehouse C,Sealed,Refund,No,13,UPI,Poor,East,Pending,Yes,Active
1146,31655,5725,2024-11-02,Not as Described,82760.71,Pending,Failed,Pickup,Warehouse B,Sealed,Replacement,No,6,UPI,Average,West,Resolved,Yes,Active
1147,34271,721,2025-09-22,Damaged Product,121703.46,Rejected,Failed,Drop,Warehouse A,Opened,Replacement,No,12,UPI,Excellent,South,Resolved,Yes,Active
1148,48741,330,2024-12-31,Missing Parts,118412.58,Completed,Pending,Pickup,Warehouse A,Sealed,Replacement,No,11,Bank Transfer,Excellent,South,Resolved,Yes,Closed
1149,24089,5867,2026-04-27,Late Delivery,2736.96,Pending,Failed,Pickup,Warehouse C,Opened,Refund,Yes,11,UPI,Good,West,Pending,No,Active
1150,11302,3718,2025-02-04,Missing Parts,14834.07,Rejected,Passed,Pickup,Warehouse B,Opened,Replacement,Yes,14,Wallet,Good,East,Pending,No,Closed
1151,1446,8480,2025-04-15,Damaged Product,62308.8,Pending,Passed,Drop,Warehouse C,Opened,Refund,No,10,Wallet,Excellent,East,Pending,Yes,Active
1152,39814,2386,2025-10-25,Wrong Item Delivered,76739.67,Completed,Passed,Drop,Warehouse B,Opened,Replacement,Yes,4,Wallet,Excellent,North,Pending,No,Active
1153,14810,1596,2026-03-15,Missing Parts,118729.98,Completed,Pending,Drop,Warehouse A,Opened,Replacement,Yes,4,Wallet,Average,South,Pending,No,Active
1154,49314,5973,2025-12-03,Duplicate Order,51586.75,Completed,Passed,Drop,Warehouse B,Opened,Refund,Yes,7,Bank Transfer,Excellent,North,Pending,No,Active
1155,27978,2903,2026-01-11,Not as Described,83315.14,Pending,Failed,Pickup,Warehouse C,Opened,Replacement,No,12,Wallet,Good,South,Resolved,No,Closed
1156,23293,6213,2025-08-24,Duplicate Order,87853.96,Completed,Passed,Pickup,Warehouse B,Sealed,Replacement,No,13,UPI,Average,East,Resolved,Yes,Active
1157,7857,6307,2025-02-26,Damaged Product,20976.11,Completed,Failed,Pickup,Warehouse B,Sealed,Replacement,Yes,15,Bank Transfer,Good,East,Resolved,No,Closed
1158,6197,4182,2025-11-27,Quality Issue,65887.17,Rejected,Pending,Pickup,Warehouse A,Opened,Replacement,No,14,UPI,Excellent,North,Resolved,Yes,Closed
1159,15556,2677,2025-11-26,Duplicate Order,26563.74,Completed,Passed,Drop,Warehouse C,Sealed,Refund,Yes,3,UPI,Excellent,West,Pending,No,Active
1160,10465,4725,2025-02-02,Damaged Product,31427.93,Pending,Pending,Drop,Warehouse B,Sealed,Replacement,No,14,Wallet,Good,North,Resolved,No,Closed
1161,28766,8869,2025-03-19,Late Delivery,52280.41,Completed,Failed,Pickup,Warehouse A,Opened,Replacement,No,6,Wallet,Good,North,Pending,No,Closed
1162,35054,3564,2026-07-13,Quality Issue,61324.73,Completed,Failed,Pickup,Warehouse A,Sealed,Refund,Yes,12,Wallet,Excellent,South,Resolved,No,Active
1163,49692,2813,2026-03-10,Quality Issue,4976.76,Completed,Failed,Pickup,Warehouse C,Sealed,Refund,No,10,UPI,Poor,North,Resolved,No,Active
1164,32143,2254,2024-08-29,Wrong Item Delivered,94289.15,Rejected,Pending,Drop,Warehouse C,Sealed,Replacement,Yes,12,Wallet,Excellent,West,Resolved,Yes,Closed
1165,27837,8811,2025-12-15,Late Delivery,88329.95,Completed,Pending,Drop,Warehouse C,Opened,Replacement,Yes,13,Wallet,Average,East,Pending,Yes,Active
1166,41893,3440,2025-10-06,Not as Described,613.31,Completed,Passed,Pickup,Warehouse A,Opened,Replacement,Yes,11,UPI,Good,South,Resolved,No,Active
1167,38408,6264,2026-05-07,Changed Mind,56876.83,Rejected,Passed,Pickup,Warehouse C,Opened,Refund,No,6,Wallet,Good,North,Resolved,Yes,Active
1168,42688,4312,2025-06-30,Damaged Product,13343.97,Pending,Pending,Pickup,Warehouse A,Opened,Refund,No,8,Bank Transfer,Good,North,Resolved,No,Active
1169,10990,7035,2025-04-24,Quality Issue,121966.6,Rejected,Passed,Drop,Warehouse B,Opened,Replacement,No,7,UPI,Excellent,North,Pending,Yes,Closed
1170,19304,1162,2025-04-23,Missing Parts,86312.88,Rejected,Passed,Pickup,Warehouse A,Opened,Refund,Yes,10,UPI,Poor,North,Pending,No,Closed
1171,13318,9489,2025-04-11,Quality Issue,88719.47,Rejected,Pending,Pickup,Warehouse A,Opened,Replacement,Yes,14,Wallet,Average,North,Pending,No,Active
1172,44521,5365,2024-09-04,Late Delivery,64924.92,Completed,Failed,Drop,Warehouse A,Opened,Replacement,No,9,Bank Transfer,Poor,West,Pending,Yes,Closed
1173,23623,8356,2025-03-27,Quality Issue,127355.06,Completed,Pending,Drop,Warehouse B,Sealed,Refund,No,10,Bank Transfer,Average,East,Resolved,No,Closed
1174,37303,4076,2026-07-30,Changed Mind,82814.28,Rejected,Passed,Pickup,Warehouse C,Sealed,Replacement,Yes,5,Wallet,Poor,South,Pending,Yes,Active
1175,45377,2388,2024-09-01,Quality Issue,605.52,Pending,Passed,Pickup,Warehouse B,Opened,Replacement,Yes,13,Bank Transfer,Good,East,Pending,No,Active
1176,19642,3758,2025-03-31,Damaged Product,73237.89,Rejected,Pending,Drop,Warehouse C,Opened,Replacement,Yes,11,UPI,Average,North,Pending,No,Active
1177,7469,1607,2025-10-24,Late Delivery,10595.35,Completed,Pending,Drop,Warehouse B,Opened,Replacement,Yes,6,Wallet,Good,South,Resolved,No,Active
1178,20198,6994,2024-10-05,Late Delivery,52084.02,Completed,Passed,Drop,Warehouse C,Sealed,Replacement,Yes,6,Wallet,Average,East,Pending,No,Closed
1179,31425,4340,2025-09-26,Not as Described,54352.42,Pending,Pending,Drop,Warehouse C,Sealed,Refund,No,4,Bank Transfer,Average,West,Pending,No,Closed
1180,34780,1084,2026-05-31,Missing Parts,80997.03,Completed,Failed,Pickup,Warehouse B,Opened,Refund,Yes,6,Bank Transfer,Average,North,Resolved,No,Closed
1181,28195,2495,2024-09-22,Duplicate Order,11437.86,Completed,Failed,Pickup,Warehouse B,Sealed,Replacement,No,5,Bank Transfer,Good,North,Resolved,Yes,Closed
1182,22956,2664,2025-02-04,Quality Issue,88516.57,Completed,Failed,Pickup,Warehouse B,Opened,Replacement,Yes,15,Bank Transfer,Excellent,East,Resolved,Yes,Active
1183,30273,9988,2026-07-17,Changed Mind,92559.95,Pending,Failed,Pickup,Warehouse C,Opened,Replacement,No,4,Wallet,Poor,South,Resolved,Yes,Active
1184,18790,9752,2024-10-08,Wrong Item Delivered,55884.84,Pending,Pending,Drop,Warehouse A,Opened,Refund,Yes,6,Wallet,Poor,North,Pending,No,Active
1185,49018,2518,2025-08-09,Changed Mind,47683.23,Rejected,Passed,Drop,Warehouse C,Sealed,Replacement,No,14,Wallet,Poor,North,Resolved,No,Active
1186,15995,4279,2024-10-21,Damaged Product,2364.73,Rejected,Pending,Drop,Warehouse B,Opened,Refund,No,8,Bank Transfer,Good,West,Pending,No,Closed
1187,26950,1423,2025-01-28,Damaged Product,18797.76,Completed,Failed,Pickup,Warehouse C,Opened,Replacement,Yes,14,Bank Transfer,Excellent,North,Pending,No,Active
1188,30078,9679,2025-08-18,Quality Issue,61672.29,Pending,Pending,Pickup,Warehouse C,Opened,Refund,No,3,Bank Transfer,Poor,South,Resolved,No,Active
1189,23855,5611,2025-04-15,Wrong Item Delivered,64351.94,Completed,Failed,Pickup,Warehouse B,Opened,Refund,Yes,2,UPI,Poor,East,Pending,Yes,Closed
1190,49231,1005,2025-02-19,Damaged Product,18849,Rejected,Pending,Pickup,Warehouse C,Sealed,Refund,No,3,Wallet,Average,East,Resolved,Yes,Active
1191,21992,5706,2026-05-10,Not as Described,23486.58,Completed,Pending,Pickup,Warehouse C,Opened,Refund,No,6,Bank Transfer,,East,Resolved,Yes,Active
1192,23602,1311,2025-06-22,Duplicate Order,94345.55,Completed,Failed,Drop,Warehouse A,Opened,Replacement,Yes,9,UPI,Poor,West,Resolved,Yes,Active
1193,37643,1952,2025-05-07,Damaged Product,7675.37,Pending,Passed,Pickup,Warehouse B,Opened,Replacement,Yes,15,Wallet,,North,Pending,No,Closed
1194,8189,5716,2026-01-08,Missing Parts,89710.16,Pending,Passed,Drop,Warehouse B,Sealed,Refund,Yes,4,UPI,Good,South,Resolved,Yes,Active
1195,40003,4668,2026-06-15,Changed Mind,6874.44,Completed,Failed,Pickup,Warehouse C,Opened,Refund,No,7,UPI,Poor,South,Pending,Yes,Closed
1196,31261,1039,2025-03-07,Missing Parts,59323.81,Completed,Pending,Drop,Warehouse A,Opened,Refund,Yes,5,Bank Transfer,Poor,East,Resolved,Yes,Active
1197,10997,7216,2025-10-17,Late Delivery,48702.92,Rejected,Failed,Pickup,Warehouse C,Sealed,Refund,Yes,15,Wallet,Excellent,South,Pending,Yes,Closed
1198,23287,6677,2026-05-22,Changed Mind,14102.26,Rejected,Failed,Pickup,Warehouse C,Sealed,Replacement,No,2,Bank Transfer,Average,West,Resolved,No,Closed
1199,3502,7,2026-04-06,Quality Issue,94269.57,Rejected,Pending,Pickup,Warehouse B,Opened,Replacement,No,2,UPI,,East,Pending,No,Active
1200,16420,9478,2026-03-08,Wrong Item Delivered,101596.16,Rejected,Pending,Drop,Warehouse C,Opened,Replacement,No,9,Bank Transfer,Average,South,Resolved,No,Active
1201,26292,5995,2024-10-10,Changed Mind,61748.39,Completed,Failed,Pickup,Warehouse C,Opened,Refund,No,2,UPI,Excellent,South,Pending,Yes,Active
1202,38852,683,2026-05-16,Missing Parts,76919.45,Rejected,Failed,Drop,Warehouse C,Sealed,Replacement,Yes,10,Wallet,Poor,South,Resolved,Yes,Closed
1203,29829,7459,2025-11-01,Late Delivery,61423.53,Completed,Pending,Pickup,Warehouse A,Sealed,Replacement,Yes,8,Bank Transfer,Poor,West,Pending,Yes,Active
1204,38837,7357,2025-07-08,Changed Mind,103043.42,Completed,Passed,Pickup,Warehouse C,Sealed,Replacement,No,4,UPI,Average,South,Resolved,Yes,Active
1205,47716,3857,2026-03-03,Wrong Item Delivered,84298.33,Pending,Passed,Drop,Warehouse B,Sealed,Replacement,No,10,Wallet,Poor,East,Pending,Yes,Active
1206,21134,7240,2024-11-03,Not as Described,78848.18,Pending,Failed,Drop,Warehouse C,Sealed,Replacement,No,5,Wallet,Poor,West,Pending,Yes,Closed
1207,21386,8432,2026-01-21,Duplicate Order,64417.03,Pending,Pending,Pickup,Warehouse B,Sealed,Refund,Yes,7,UPI,,East,Resolved,No,Active
1208,29072,5452,2024-09-25,Missing Parts,8052.55,Pending,Pending,Drop,Warehouse C,Opened,Replacement,No,2,UPI,Average,South,Pending,Yes,Closed
1209,22347,539,2025-05-24,Duplicate Order,40418.21,Rejected,Failed,Pickup,Warehouse A,Sealed,Replacement,Yes,3,Wallet,Good,West,Pending,Yes,Closed
1210,21706,6981,2025-10-18,Wrong Item Delivered,75658.64,Pending,Pending,Drop,Warehouse C,Sealed,Replacement,No,15,Bank Transfer,Poor,West,Resolved,No,Closed
1211,49960,3327,2025-03-29,Changed Mind,74077.04,Rejected,Passed,Drop,Warehouse C,Sealed,Refund,No,10,UPI,Poor,South,Resolved,No,Closed
1212,41228,149,2024-09-14,Late Delivery,11090.05,Rejected,Failed,Drop,Warehouse B,Opened,Refund,Yes,4,UPI,Average,West,Resolved,No,Active
1213,31925,5452,2025-09-20,Changed Mind,116331.93,Completed,Passed,Pickup,Warehouse A,Opened,Replacement,Yes,1,Wallet,Good,North,Pending,Yes,Closed
1214,40483,6040,2025-12-18,Duplicate Order,27992.95,Completed,Failed,Drop,Warehouse B,Sealed,Replacement,Yes,14,UPI,Excellent,South,Resolved,Yes,Closed
1215,39172,617,2024-12-18,Changed Mind,102574.18,Pending,Passed,Pickup,Warehouse C,Opened,Refund,Yes,3,Wallet,Average,North,Resolved,Yes,Active
1216,28176,9042,2025-12-14,Duplicate Order,24346.81,Pending,Failed,Drop,Warehouse A,Sealed,Replacement,No,1,Wallet,Poor,North,Resolved,Yes,Closed
1217,34659,4830,2026-06-17,Changed Mind,19679.08,Completed,Failed,Drop,Warehouse B,Sealed,Refund,Yes,2,UPI,Average,North,Resolved,No,Active
1218,37793,6378,2026-04-27,Quality Issue,36653.23,Rejected,Pending,Pickup,Warehouse A,Opened,Refund,No,8,Bank Transfer,Good,East,Pending,Yes,Active
1219,16486,9724,2026-05-15,Not as Described,43186.56,Rejected,Pending,Drop,Warehouse C,Sealed,Refund,Yes,9,Wallet,Average,South,Pending,No,Active
1220,6847,4555,2024-09-11,Wrong Item Delivered,98530.55,Rejected,Pending,Drop,Warehouse B,Sealed,Refund,No,5,UPI,Excellent,East,Resolved,No,Active
1221,14450,9931,2025-04-24,Duplicate Order,43215.09,Completed,Passed,Pickup,Warehouse C,Sealed,Replacement,No,6,UPI,Poor,East,Resolved,Yes,Active
1222,28864,6289,2025-09-13,Quality Issue,15590.14,Rejected,Passed,Pickup,Warehouse A,Opened,Refund,No,7,Wallet,Excellent,South,Resolved,Yes,Active
1223,41923,893,2024-08-26,Changed Mind,21882.18,Pending,Failed,Drop,Warehouse A,Opened,Replacement,No,6,UPI,Poor,West,Resolved,No,Closed
1224,32758,2799,2026-08-17,Late Delivery,118960.6,Rejected,Passed,Pickup,Warehouse B,Sealed,Refund,Yes,2,UPI,Good,East,Pending,Yes,Active
1225,37741,2423,2026-06-20,Quality Issue,61068.09,Completed,Passed,Drop,Warehouse B,Opened,Refund,Yes,8,Wallet,Good,South,Resolved,No,Active
1226,2985,9672,2024-12-23,Not as Described,87704.22,Rejected,Failed,Drop,Warehouse C,Sealed,Refund,No,11,Wallet,Poor,East,Pending,No,Active
1227,13241,6757,2026-01-21,Quality Issue,18590.62,Pending,Passed,Drop,Warehouse B,Opened,Replacement,Yes,13,Wallet,Poor,South,Pending,Yes,Active
1228,35336,1381,2024-08-19,Damaged Product,41613.76,Rejected,Pending,Drop,Warehouse B,Sealed,Replacement,No,15,Wallet,Good,South,Pending,Yes,Active
1229,1909,3830,2026-06-24,Wrong Item Delivered,10551.31,Completed,Passed,Pickup,Warehouse A,Opened,Refund,Yes,9,Bank Transfer,,South,Pending,No,Active
1230,48262,7660,2025-10-13,Wrong Item Delivered,26186.26,Pending,Passed,Drop,Warehouse B,Opened,Refund,Yes,6,UPI,Average,East,Resolved,No,Active
1231,40806,9429,2026-03-30,Quality Issue,71903.57,Completed,Failed,Drop,Warehouse C,Sealed,Refund,Yes,9,Bank Transfer,Good,South,Resolved,No,Closed
1232,31679,126,2024-08-27,Missing Parts,53535.99,Completed,Failed,Drop,Warehouse C,Sealed,Replacement,Yes,15,UPI,,South,Resolved,No,Closed
1233,27334,2399,2026-03-17,Damaged Product,80769.66,Pending,Pending,Drop,Warehouse C,Sealed,Refund,No,8,UPI,Good,North,Pending,No,Closed
1234,535,7450,2025-11-05,Duplicate Order,19190.34,Completed,Pending,Drop,Warehouse B,Sealed,Refund,No,7,Wallet,Good,South,Pending,No,Active
1235,7296,4420,2026-06-09,Not as Described,55148.34,Pending,Failed,Pickup,Warehouse A,Sealed,Refund,Yes,7,UPI,Poor,East,Resolved,Yes,Active
1236,39765,299,2025-11-06,Quality Issue,62742.87,Completed,Pending,Drop,Warehouse A,Opened,Replacement,No,4,UPI,Good,East,Pending,No,Active
1237,24002,2190,2024-12-10,Quality Issue,70328.25,Rejected,Failed,Pickup,Warehouse C,Sealed,Refund,Yes,7,Bank Transfer,Excellent,East,Pending,Yes,Closed
1238,47811,9330,2024-09-26,Wrong Item Delivered,75568.01,Completed,Pending,Pickup,Warehouse A,Sealed,Refund,Yes,2,Wallet,Excellent,South,Resolved,Yes,Active
1239,29871,6523,2024-10-04,Changed Mind,1117.39,Rejected,Pending,Pickup,Warehouse C,Sealed,Refund,No,9,Bank Transfer,Poor,West,Pending,Yes,Active
1240,22091,2371,2024-11-25,Duplicate Order,101691.98,Pending,Pending,Pickup,Warehouse B,Sealed,Replacement,Yes,14,Wallet,Excellent,North,Pending,Yes,Closed
1241,18381,4789,2025-12-18,Not as Described,21877.72,Completed,Failed,Drop,Warehouse C,Sealed,Replacement,No,14,Bank Transfer,Average,North,Pending,Yes,Active
1242,31173,5815,2024-10-21,Wrong Item Delivered,35004.73,Rejected,Passed,Drop,Warehouse A,Opened,Refund,Yes,3,UPI,Average,North,Resolved,No,Active
1243,41062,5095,2025-08-21,Late Delivery,64153.09,Completed,Failed,Drop,Warehouse C,Opened,Refund,No,14,Wallet,Poor,South,Pending,No,Active
1244,11967,1219,2026-01-22,Late Delivery,41892.53,Completed,Pending,Pickup,Warehouse A,Opened,Replacement,No,7,UPI,Good,North,Resolved,Yes,Closed
1245,26136,9378,2026-05-12,Quality Issue,23615.79,Rejected,Failed,Pickup,Warehouse C,Sealed,Refund,Yes,1,Bank Transfer,Excellent,East,Resolved,No,Active
1246,41684,5715,2025-02-02,Late Delivery,69770.49,Rejected,Pending,Pickup,Warehouse B,Opened,Replacement,Yes,11,Wallet,,North,Pending,No,Closed
1247,15539,8525,2025-12-06,Missing Parts,40010.93,Completed,Passed,Pickup,Warehouse C,Opened,Replacement,Yes,4,Bank Transfer,Poor,North,Pending,Yes,Closed
1248,28814,6588,2024-12-13,Wrong Item Delivered,64660.16,Completed,Failed,Drop,Warehouse A,Opened,Refund,Yes,3,Wallet,Good,South,Resolved,Yes,Active
1249,25422,1156,2025-12-02,Late Delivery,21587.7,Pending,Passed,Drop,Warehouse C,Opened,Replacement,No,12,Wallet,Excellent,West,Pending,No,Closed
1250,24073,8596,2025-02-06,Missing Parts,78227.49,Rejected,Pending,Drop,Warehouse C,Opened,Refund,Yes,14,Wallet,Average,South,Resolved,Yes,Closed
1251,42897,729,2025-05-29,Missing Parts,106338.44,Completed,Failed,Pickup,Warehouse B,Sealed,Refund,No,6,Wallet,Poor,South,Resolved,Yes,Closed
1252,35655,3593,2025-08-23,Missing Parts,17199.12,Rejected,Failed,Pickup,Warehouse C,Sealed,Refund,Yes,6,Bank Transfer,,East,Resolved,No,Closed
1253,18799,6957,2024-09-24,Missing Parts,94700.01,Rejected,Pending,Pickup,Warehouse B,Sealed,Refund,Yes,8,Bank Transfer,Poor,South,Pending,No,Closed
1254,40695,4910,2025-03-29,Missing Parts,127400.88,Pending,Passed,Pickup,Warehouse C,Sealed,Replacement,No,5,Wallet,Average,East,Pending,No,Active
1255,13057,7344,2024-11-06,Changed Mind,1704.07,Completed,Failed,Drop,Warehouse A,Sealed,Replacement,No,4,Bank Transfer,Excellent,West,Pending,Yes,Closed
1256,21389,239,2025-06-17,Quality Issue,56126.34,Rejected,Pending,Drop,Warehouse A,Sealed,Refund,Yes,14,UPI,Good,West,Resolved,No,Active
1257,34385,8431,2026-04-27,Damaged Product,82011.76,Completed,Pending,Pickup,Warehouse B,Sealed,Replacement,Yes,13,UPI,Excellent,South,Resolved,No,Closed
